precio_compra, tam, num_puertas,cantidad_personas,tam_maletera,seguridad,calificacion
alto,intermedio,2,2,pequeño,intermedio,inaceptable
alto,intermedio,2,2,pequeño,alto,inaceptable
alto,intermedio,2,2,intermedio,bajo,inaceptable
alto,intermedio,2,2,intermedio,intermedio,inaceptable
alto,intermedio,2,2,intermedio,alto,inaceptable
alto,intermedio,2,2,grande,bajo,inaceptable
alto,intermedio,2,2,grande,intermedio,inaceptable
alto,intermedio,2,2,grande,alto,inaceptable
alto,intermedio,2,4,pequeño,bajo,inaceptable
alto,intermedio,2,4,pequeño,intermedio,inaceptable
alto,intermedio,2,4,pequeño,alto,aceptable
alto,intermedio,2,4,intermedio,bajo,inaceptable
alto,intermedio,2,4,intermedio,intermedio,inaceptable
alto,intermedio,2,4,intermedio,alto,aceptable
alto,intermedio,2,4,grande,bajo,inaceptable
alto,intermedio,2,4,grande,intermedio,aceptable
alto,intermedio,2,4,grande,alto,aceptable
alto,intermedio,2,mas_de_4,pequeño,bajo,inaceptable
alto,intermedio,2,mas_de_4,pequeño,intermedio,inaceptable
alto,intermedio,2,mas_de_4,pequeño,alto,inaceptable
alto,intermedio,2,mas_de_4,intermedio,bajo,inaceptable
alto,intermedio,2,mas_de_4,intermedio,intermedio,inaceptable
alto,intermedio,2,mas_de_4,intermedio,alto,aceptable
alto,intermedio,2,mas_de_4,grande,bajo,inaceptable
alto,intermedio,2,mas_de_4,grande,intermedio,aceptable
alto,intermedio,2,mas_de_4,grande,alto,aceptable
alto,intermedio,3,2,pequeño,bajo,inaceptable
alto,intermedio,3,2,pequeño,intermedio,inaceptable
alto,intermedio,3,2,pequeño,alto,inaceptable
alto,intermedio,3,2,intermedio,bajo,inaceptable
alto,intermedio,3,2,intermedio,intermedio,inaceptable
alto,intermedio,3,2,intermedio,alto,inaceptable
alto,intermedio,3,2,grande,bajo,inaceptable
alto,intermedio,3,2,grande,intermedio,inaceptable
alto,intermedio,3,2,grande,alto,inaceptable
alto,intermedio,3,4,pequeño,bajo,inaceptable
alto,intermedio,3,4,pequeño,intermedio,inaceptable
alto,intermedio,3,4,pequeño,alto,aceptable
alto,intermedio,3,4,intermedio,bajo,inaceptable
alto,intermedio,3,4,intermedio,intermedio,inaceptable
alto,intermedio,3,4,intermedio,alto,aceptable
alto,intermedio,3,4,grande,bajo,inaceptable
alto,intermedio,3,4,grande,intermedio,aceptable
alto,intermedio,3,4,grande,alto,aceptable
alto,intermedio,3,mas_de_4,pequeño,bajo,inaceptable
alto,intermedio,3,mas_de_4,pequeño,intermedio,inaceptable
alto,intermedio,3,mas_de_4,pequeño,alto,aceptable
alto,intermedio,3,mas_de_4,intermedio,bajo,inaceptable
alto,intermedio,3,mas_de_4,intermedio,intermedio,aceptable
alto,intermedio,3,mas_de_4,intermedio,alto,aceptable
alto,intermedio,3,mas_de_4,grande,bajo,inaceptable
alto,intermedio,3,mas_de_4,grande,intermedio,aceptable
alto,intermedio,3,mas_de_4,grande,alto,aceptable
alto,intermedio,4,2,pequeño,bajo,inaceptable
alto,intermedio,4,2,pequeño,intermedio,inaceptable
alto,intermedio,4,2,pequeño,alto,inaceptable
alto,intermedio,4,2,intermedio,bajo,inaceptable
alto,intermedio,4,2,intermedio,intermedio,inaceptable
alto,intermedio,4,2,intermedio,alto,inaceptable
alto,intermedio,4,2,grande,bajo,inaceptable
alto,intermedio,4,2,grande,intermedio,inaceptable
alto,intermedio,4,2,grande,alto,inaceptable
alto,intermedio,4,4,pequeño,bajo,inaceptable
alto,intermedio,4,4,pequeño,intermedio,inaceptable
alto,intermedio,4,4,pequeño,alto,aceptable
alto,intermedio,4,4,intermedio,bajo,inaceptable
alto,intermedio,4,4,intermedio,intermedio,aceptable
alto,intermedio,4,4,intermedio,alto,aceptable
alto,intermedio,4,4,grande,bajo,inaceptable
alto,intermedio,4,4,grande,intermedio,aceptable
alto,intermedio,4,4,grande,alto,aceptable
alto,intermedio,4,mas_de_4,pequeño,bajo,inaceptable
alto,intermedio,4,mas_de_4,pequeño,intermedio,inaceptable
alto,intermedio,4,mas_de_4,pequeño,alto,aceptable
alto,intermedio,4,mas_de_4,intermedio,bajo,inaceptable
alto,intermedio,4,mas_de_4,intermedio,intermedio,aceptable
alto,intermedio,4,mas_de_4,intermedio,alto,aceptable
alto,intermedio,4,mas_de_4,grande,bajo,inaceptable
alto,intermedio,4,mas_de_4,grande,intermedio,aceptable
alto,intermedio,4,mas_de_4,grande,alto,aceptable
alto,intermedio,mas_de_4,2,pequeño,bajo,inaceptable
alto,intermedio,mas_de_4,2,pequeño,intermedio,inaceptable
alto,intermedio,mas_de_4,2,pequeño,alto,inaceptable
alto,intermedio,mas_de_4,2,intermedio,bajo,inaceptable
alto,intermedio,mas_de_4,2,intermedio,intermedio,inaceptable
alto,intermedio,mas_de_4,2,intermedio,alto,inaceptable
alto,intermedio,mas_de_4,2,grande,bajo,inaceptable
alto,intermedio,mas_de_4,2,grande,intermedio,inaceptable
alto,intermedio,mas_de_4,2,grande,alto,inaceptable
alto,intermedio,mas_de_4,4,pequeño,bajo,inaceptable
alto,intermedio,mas_de_4,4,pequeño,intermedio,inaceptable
alto,intermedio,mas_de_4,4,pequeño,alto,aceptable
alto,intermedio,mas_de_4,4,intermedio,bajo,inaceptable
alto,intermedio,mas_de_4,4,intermedio,intermedio,aceptable
alto,intermedio,mas_de_4,4,intermedio,alto,aceptable
alto,intermedio,mas_de_4,4,grande,bajo,inaceptable
alto,intermedio,mas_de_4,4,grande,intermedio,aceptable
alto,intermedio,mas_de_4,4,grande,alto,aceptable
alto,intermedio,mas_de_4,mas_de_4,pequeño,bajo,inaceptable
alto,intermedio,mas_de_4,mas_de_4,pequeño,intermedio,inaceptable
alto,intermedio,mas_de_4,mas_de_4,pequeño,alto,aceptable
alto,intermedio,mas_de_4,mas_de_4,intermedio,bajo,inaceptable
alto,intermedio,mas_de_4,mas_de_4,intermedio,intermedio,aceptable
alto,intermedio,mas_de_4,mas_de_4,intermedio,alto,aceptable
alto,intermedio,mas_de_4,mas_de_4,grande,bajo,inaceptable
alto,intermedio,mas_de_4,mas_de_4,grande,intermedio,aceptable
alto,intermedio,mas_de_4,mas_de_4,grande,alto,aceptable
alto,bajo,2,2,pequeño,bajo,inaceptable
alto,bajo,2,2,pequeño,intermedio,inaceptable
alto,bajo,2,2,pequeño,alto,inaceptable
alto,bajo,2,2,intermedio,bajo,inaceptable
alto,bajo,2,2,intermedio,intermedio,inaceptable
alto,bajo,2,2,intermedio,alto,inaceptable
alto,bajo,2,2,grande,bajo,inaceptable
alto,bajo,2,2,grande,intermedio,inaceptable
alto,bajo,2,2,grande,alto,inaceptable
alto,bajo,2,4,pequeño,bajo,inaceptable
alto,bajo,2,4,pequeño,intermedio,inaceptable
alto,bajo,2,4,pequeño,alto,aceptable
alto,bajo,2,4,intermedio,bajo,inaceptable
alto,bajo,2,4,intermedio,intermedio,inaceptable
alto,bajo,2,4,intermedio,alto,aceptable
alto,bajo,2,4,grande,bajo,inaceptable
alto,bajo,2,4,grande,intermedio,aceptable
alto,bajo,2,4,grande,alto,aceptable
alto,bajo,2,mas_de_4,pequeño,bajo,inaceptable
alto,bajo,2,mas_de_4,pequeño,intermedio,inaceptable
alto,bajo,2,mas_de_4,pequeño,alto,inaceptable
alto,bajo,2,mas_de_4,intermedio,bajo,inaceptable
alto,bajo,2,mas_de_4,intermedio,intermedio,inaceptable
alto,bajo,2,mas_de_4,intermedio,alto,aceptable
alto,bajo,2,mas_de_4,grande,bajo,inaceptable
alto,bajo,2,mas_de_4,grande,intermedio,aceptable
alto,bajo,2,mas_de_4,grande,alto,aceptable
alto,bajo,3,2,pequeño,bajo,inaceptable
alto,bajo,3,2,pequeño,intermedio,inaceptable
alto,bajo,3,2,pequeño,alto,inaceptable
alto,bajo,3,2,intermedio,bajo,inaceptable
alto,bajo,3,2,intermedio,intermedio,inaceptable
alto,bajo,3,2,intermedio,alto,inaceptable
alto,bajo,3,2,grande,bajo,inaceptable
alto,bajo,3,2,grande,intermedio,inaceptable
alto,bajo,3,2,grande,alto,inaceptable
alto,bajo,3,4,pequeño,bajo,inaceptable
alto,bajo,3,4,pequeño,intermedio,inaceptable
alto,bajo,3,4,pequeño,alto,aceptable
alto,bajo,3,4,intermedio,bajo,inaceptable
alto,bajo,3,4,intermedio,intermedio,inaceptable
alto,bajo,3,4,intermedio,alto,aceptable
alto,bajo,3,4,grande,bajo,inaceptable
alto,bajo,3,4,grande,intermedio,aceptable
alto,bajo,3,4,grande,alto,aceptable
alto,bajo,3,mas_de_4,pequeño,bajo,inaceptable
alto,bajo,3,mas_de_4,pequeño,intermedio,inaceptable
alto,bajo,3,mas_de_4,pequeño,alto,aceptable
alto,bajo,3,mas_de_4,intermedio,bajo,inaceptable
alto,bajo,3,mas_de_4,intermedio,intermedio,aceptable
alto,bajo,3,mas_de_4,intermedio,alto,aceptable
alto,bajo,3,mas_de_4,grande,bajo,inaceptable
alto,bajo,3,mas_de_4,grande,intermedio,aceptable
alto,bajo,3,mas_de_4,grande,alto,aceptable
alto,bajo,4,2,pequeño,bajo,inaceptable
alto,bajo,4,2,pequeño,intermedio,inaceptable
alto,bajo,4,2,pequeño,alto,inaceptable
alto,bajo,4,2,intermedio,bajo,inaceptable
alto,bajo,4,2,intermedio,intermedio,inaceptable
alto,bajo,4,2,intermedio,alto,inaceptable
alto,bajo,4,2,grande,bajo,inaceptable
alto,bajo,4,2,grande,intermedio,inaceptable
alto,bajo,4,2,grande,alto,inaceptable
alto,bajo,4,4,pequeño,bajo,inaceptable
alto,bajo,4,4,pequeño,intermedio,inaceptable
alto,bajo,4,4,pequeño,alto,aceptable
alto,bajo,4,4,intermedio,bajo,inaceptable
alto,bajo,4,4,intermedio,intermedio,aceptable
alto,bajo,4,4,intermedio,alto,aceptable
alto,bajo,4,4,grande,bajo,inaceptable
alto,bajo,4,4,grande,intermedio,aceptable
alto,bajo,4,4,grande,alto,aceptable
alto,bajo,4,mas_de_4,pequeño,bajo,inaceptable
alto,bajo,4,mas_de_4,pequeño,intermedio,inaceptable
alto,bajo,4,mas_de_4,pequeño,alto,aceptable
alto,bajo,4,mas_de_4,intermedio,bajo,inaceptable
alto,bajo,4,mas_de_4,intermedio,intermedio,aceptable
alto,bajo,4,mas_de_4,intermedio,alto,aceptable
alto,bajo,4,mas_de_4,grande,bajo,inaceptable
alto,bajo,4,mas_de_4,grande,intermedio,aceptable
alto,bajo,4,mas_de_4,grande,alto,aceptable
alto,bajo,mas_de_4,2,pequeño,bajo,inaceptable
alto,bajo,mas_de_4,2,pequeño,intermedio,inaceptable
alto,bajo,mas_de_4,2,pequeño,alto,inaceptable
alto,bajo,mas_de_4,2,intermedio,bajo,inaceptable
alto,bajo,mas_de_4,2,intermedio,intermedio,inaceptable
alto,bajo,mas_de_4,2,intermedio,alto,inaceptable
alto,bajo,mas_de_4,2,grande,bajo,inaceptable
alto,bajo,mas_de_4,2,grande,intermedio,inaceptable
alto,bajo,mas_de_4,2,grande,alto,inaceptable
alto,bajo,mas_de_4,4,pequeño,bajo,inaceptable
alto,bajo,mas_de_4,4,pequeño,intermedio,inaceptable
alto,bajo,mas_de_4,4,pequeño,alto,aceptable
alto,bajo,mas_de_4,4,intermedio,bajo,inaceptable
alto,bajo,mas_de_4,4,intermedio,intermedio,aceptable
alto,bajo,mas_de_4,4,intermedio,alto,aceptable
alto,bajo,mas_de_4,4,grande,bajo,inaceptable
alto,bajo,mas_de_4,4,grande,intermedio,aceptable
alto,bajo,mas_de_4,4,grande,alto,aceptable
alto,bajo,mas_de_4,mas_de_4,pequeño,bajo,inaceptable
alto,bajo,mas_de_4,mas_de_4,pequeño,intermedio,inaceptable
alto,bajo,mas_de_4,mas_de_4,pequeño,alto,aceptable
alto,bajo,mas_de_4,mas_de_4,intermedio,bajo,inaceptable
alto,bajo,mas_de_4,mas_de_4,intermedio,intermedio,aceptable
alto,bajo,mas_de_4,mas_de_4,intermedio,alto,aceptable
alto,bajo,mas_de_4,mas_de_4,grande,bajo,inaceptable
alto,bajo,mas_de_4,mas_de_4,grande,intermedio,aceptable
alto,bajo,mas_de_4,mas_de_4,grande,alto,aceptable
intermedio,muy_alto,2,2,pequeño,bajo,inaceptable
intermedio,muy_alto,2,2,pequeño,intermedio,inaceptable
intermedio,muy_alto,2,2,pequeño,alto,inaceptable
intermedio,muy_alto,2,2,intermedio,bajo,inaceptable
intermedio,muy_alto,2,2,intermedio,intermedio,inaceptable
intermedio,muy_alto,2,2,intermedio,alto,inaceptable
intermedio,muy_alto,2,2,grande,bajo,inaceptable
intermedio,muy_alto,2,2,grande,intermedio,inaceptable
intermedio,muy_alto,2,2,grande,alto,inaceptable
intermedio,muy_alto,2,4,pequeño,bajo,inaceptable
intermedio,muy_alto,2,4,pequeño,intermedio,inaceptable
intermedio,muy_alto,2,4,pequeño,alto,aceptable
intermedio,muy_alto,2,4,intermedio,bajo,inaceptable
intermedio,muy_alto,2,4,intermedio,intermedio,inaceptable
intermedio,muy_alto,2,4,intermedio,alto,aceptable
intermedio,muy_alto,2,4,grande,bajo,inaceptable
intermedio,muy_alto,2,4,grande,intermedio,aceptable
intermedio,muy_alto,2,4,grande,alto,aceptable
intermedio,muy_alto,2,mas_de_4,pequeño,bajo,inaceptable
intermedio,muy_alto,2,mas_de_4,pequeño,intermedio,inaceptable
intermedio,muy_alto,2,mas_de_4,pequeño,alto,inaceptable
intermedio,muy_alto,2,mas_de_4,intermedio,bajo,inaceptable
intermedio,muy_alto,2,mas_de_4,intermedio,intermedio,inaceptable
intermedio,muy_alto,2,mas_de_4,intermedio,alto,aceptable
intermedio,muy_alto,2,mas_de_4,grande,bajo,inaceptable
intermedio,muy_alto,2,mas_de_4,grande,intermedio,aceptable
intermedio,muy_alto,2,mas_de_4,grande,alto,aceptable
intermedio,muy_alto,3,2,pequeño,bajo,inaceptable
intermedio,muy_alto,3,2,pequeño,intermedio,inaceptable
intermedio,muy_alto,3,2,pequeño,alto,inaceptable
intermedio,muy_alto,3,2,intermedio,bajo,inaceptable
intermedio,muy_alto,3,2,intermedio,intermedio,inaceptable
intermedio,muy_alto,3,2,intermedio,alto,inaceptable
intermedio,muy_alto,3,2,grande,bajo,inaceptable
intermedio,muy_alto,3,2,grande,intermedio,inaceptable
intermedio,muy_alto,3,2,grande,alto,inaceptable
intermedio,muy_alto,3,4,pequeño,bajo,inaceptable
intermedio,muy_alto,3,4,pequeño,intermedio,inaceptable
intermedio,muy_alto,3,4,pequeño,alto,aceptable
intermedio,muy_alto,3,4,intermedio,bajo,inaceptable
intermedio,muy_alto,3,4,intermedio,intermedio,inaceptable
intermedio,muy_alto,3,4,intermedio,alto,aceptable
intermedio,muy_alto,3,4,grande,bajo,inaceptable
intermedio,muy_alto,3,4,grande,intermedio,aceptable
intermedio,muy_alto,3,4,grande,alto,aceptable
intermedio,muy_alto,3,mas_de_4,pequeño,bajo,inaceptable
intermedio,muy_alto,3,mas_de_4,pequeño,intermedio,inaceptable
intermedio,muy_alto,3,mas_de_4,pequeño,alto,aceptable
intermedio,muy_alto,3,mas_de_4,intermedio,bajo,inaceptable
intermedio,muy_alto,3,mas_de_4,intermedio,intermedio,aceptable
intermedio,muy_alto,3,mas_de_4,intermedio,alto,aceptable
intermedio,muy_alto,3,mas_de_4,grande,bajo,inaceptable
intermedio,muy_alto,3,mas_de_4,grande,intermedio,aceptable
intermedio,muy_alto,3,mas_de_4,grande,alto,aceptable
intermedio,muy_alto,4,2,pequeño,bajo,inaceptable
intermedio,muy_alto,4,2,pequeño,intermedio,inaceptable
intermedio,muy_alto,4,2,pequeño,alto,inaceptable
intermedio,muy_alto,4,2,intermedio,bajo,inaceptable
intermedio,muy_alto,4,2,intermedio,intermedio,inaceptable
intermedio,muy_alto,4,2,intermedio,alto,inaceptable
intermedio,muy_alto,4,2,grande,bajo,inaceptable
intermedio,muy_alto,4,2,grande,intermedio,inaceptable
intermedio,muy_alto,4,2,grande,alto,inaceptable
intermedio,muy_alto,4,4,pequeño,bajo,inaceptable
intermedio,muy_alto,4,4,pequeño,intermedio,inaceptable
intermedio,muy_alto,4,4,pequeño,alto,aceptable
intermedio,muy_alto,4,4,intermedio,bajo,inaceptable
intermedio,muy_alto,4,4,intermedio,intermedio,aceptable
intermedio,muy_alto,4,4,intermedio,alto,aceptable
intermedio,muy_alto,4,4,grande,bajo,inaceptable
intermedio,muy_alto,4,4,grande,intermedio,aceptable
intermedio,muy_alto,4,4,grande,alto,aceptable
intermedio,muy_alto,4,mas_de_4,pequeño,bajo,inaceptable
intermedio,muy_alto,4,mas_de_4,pequeño,intermedio,inaceptable
intermedio,muy_alto,4,mas_de_4,pequeño,alto,aceptable
intermedio,muy_alto,4,mas_de_4,intermedio,bajo,inaceptable
intermedio,muy_alto,4,mas_de_4,intermedio,intermedio,aceptable
intermedio,muy_alto,4,mas_de_4,intermedio,alto,aceptable
intermedio,muy_alto,4,mas_de_4,grande,bajo,inaceptable
intermedio,muy_alto,4,mas_de_4,grande,intermedio,aceptable
intermedio,muy_alto,4,mas_de_4,grande,alto,aceptable
intermedio,muy_alto,mas_de_4,2,pequeño,bajo,inaceptable
intermedio,muy_alto,mas_de_4,2,pequeño,intermedio,inaceptable
intermedio,muy_alto,mas_de_4,2,pequeño,alto,inaceptable
intermedio,muy_alto,mas_de_4,2,intermedio,bajo,inaceptable
intermedio,muy_alto,mas_de_4,2,intermedio,intermedio,inaceptable
intermedio,muy_alto,mas_de_4,2,intermedio,alto,inaceptable
intermedio,muy_alto,mas_de_4,2,grande,bajo,inaceptable
intermedio,muy_alto,mas_de_4,2,grande,intermedio,inaceptable
intermedio,muy_alto,mas_de_4,2,grande,alto,inaceptable
intermedio,muy_alto,mas_de_4,4,pequeño,bajo,inaceptable
intermedio,muy_alto,mas_de_4,4,pequeño,intermedio,inaceptable
intermedio,muy_alto,mas_de_4,4,pequeño,alto,aceptable
intermedio,muy_alto,mas_de_4,4,intermedio,bajo,inaceptable
intermedio,muy_alto,mas_de_4,4,intermedio,intermedio,aceptable
intermedio,muy_alto,mas_de_4,4,intermedio,alto,aceptable
intermedio,muy_alto,mas_de_4,4,grande,bajo,inaceptable
intermedio,muy_alto,mas_de_4,4,grande,intermedio,aceptable
intermedio,muy_alto,mas_de_4,4,grande,alto,aceptable
intermedio,muy_alto,mas_de_4,mas_de_4,pequeño,bajo,inaceptable
intermedio,muy_alto,mas_de_4,mas_de_4,pequeño,intermedio,inaceptable
intermedio,muy_alto,mas_de_4,mas_de_4,pequeño,alto,aceptable
intermedio,muy_alto,mas_de_4,mas_de_4,intermedio,bajo,inaceptable
intermedio,muy_alto,mas_de_4,mas_de_4,intermedio,intermedio,aceptable
intermedio,muy_alto,mas_de_4,mas_de_4,intermedio,alto,aceptable
intermedio,muy_alto,mas_de_4,mas_de_4,grande,bajo,inaceptable
intermedio,muy_alto,mas_de_4,mas_de_4,grande,intermedio,aceptable
intermedio,muy_alto,mas_de_4,mas_de_4,grande,alto,aceptable
intermedio,alto,2,2,pequeño,bajo,inaceptable
intermedio,alto,2,2,pequeño,intermedio,inaceptable
intermedio,alto,2,2,pequeño,alto,inaceptable
intermedio,alto,2,2,intermedio,bajo,inaceptable
intermedio,alto,2,2,intermedio,intermedio,inaceptable
intermedio,alto,2,2,intermedio,alto,inaceptable
intermedio,alto,2,2,grande,bajo,inaceptable
intermedio,alto,2,2,grande,intermedio,inaceptable
intermedio,alto,2,2,grande,alto,inaceptable
intermedio,alto,2,4,pequeño,bajo,inaceptable
intermedio,alto,2,4,pequeño,intermedio,inaceptable
intermedio,alto,2,4,pequeño,alto,aceptable
intermedio,alto,2,4,intermedio,bajo,inaceptable
intermedio,alto,2,4,intermedio,intermedio,inaceptable
intermedio,alto,2,4,intermedio,alto,aceptable
intermedio,alto,2,4,grande,bajo,inaceptable
intermedio,alto,2,4,grande,intermedio,aceptable
intermedio,alto,2,4,grande,alto,aceptable
intermedio,alto,2,mas_de_4,pequeño,bajo,inaceptable
intermedio,alto,2,mas_de_4,pequeño,intermedio,inaceptable
intermedio,alto,2,mas_de_4,pequeño,alto,inaceptable
intermedio,alto,2,mas_de_4,intermedio,bajo,inaceptable
intermedio,alto,2,mas_de_4,intermedio,intermedio,inaceptable
intermedio,alto,2,mas_de_4,intermedio,alto,aceptable
intermedio,alto,2,mas_de_4,grande,bajo,inaceptable
intermedio,alto,2,mas_de_4,grande,intermedio,aceptable
intermedio,alto,2,mas_de_4,grande,alto,aceptable
intermedio,alto,3,2,pequeño,bajo,inaceptable
intermedio,alto,3,2,pequeño,intermedio,inaceptable
intermedio,alto,3,2,pequeño,alto,inaceptable
intermedio,alto,3,2,intermedio,bajo,inaceptable
intermedio,alto,3,2,intermedio,intermedio,inaceptable
intermedio,alto,3,2,intermedio,alto,inaceptable
intermedio,alto,3,2,grande,bajo,inaceptable
intermedio,alto,3,2,grande,intermedio,inaceptable
intermedio,alto,3,2,grande,alto,inaceptable
intermedio,alto,3,4,pequeño,bajo,inaceptable
intermedio,alto,3,4,pequeño,intermedio,inaceptable
intermedio,alto,3,4,pequeño,alto,aceptable
intermedio,alto,3,4,intermedio,bajo,inaceptable
intermedio,alto,3,4,intermedio,intermedio,inaceptable
intermedio,alto,3,4,intermedio,alto,aceptable
intermedio,alto,3,4,grande,bajo,inaceptable
intermedio,alto,3,4,grande,intermedio,aceptable
intermedio,alto,3,4,grande,alto,aceptable
intermedio,alto,3,mas_de_4,pequeño,bajo,inaceptable
intermedio,alto,3,mas_de_4,pequeño,intermedio,inaceptable
intermedio,alto,3,mas_de_4,pequeño,alto,aceptable
intermedio,alto,3,mas_de_4,intermedio,bajo,inaceptable
intermedio,alto,3,mas_de_4,intermedio,intermedio,aceptable
intermedio,alto,3,mas_de_4,intermedio,alto,aceptable
intermedio,alto,3,mas_de_4,grande,bajo,inaceptable
intermedio,alto,3,mas_de_4,grande,intermedio,aceptable
intermedio,alto,3,mas_de_4,grande,alto,aceptable
intermedio,alto,4,2,pequeño,bajo,inaceptable
intermedio,alto,4,2,pequeño,intermedio,inaceptable
intermedio,alto,4,2,pequeño,alto,inaceptable
intermedio,alto,4,2,intermedio,bajo,inaceptable
intermedio,alto,4,2,intermedio,intermedio,inaceptable
intermedio,alto,4,2,intermedio,alto,inaceptable
intermedio,alto,4,2,grande,bajo,inaceptable
intermedio,alto,4,2,grande,intermedio,inaceptable
intermedio,alto,4,2,grande,alto,inaceptable
intermedio,alto,4,4,pequeño,bajo,inaceptable
intermedio,alto,4,4,pequeño,intermedio,inaceptable
intermedio,alto,4,4,pequeño,alto,aceptable
intermedio,alto,4,4,intermedio,bajo,inaceptable
intermedio,alto,4,4,intermedio,intermedio,aceptable
intermedio,alto,4,4,intermedio,alto,aceptable
intermedio,alto,4,4,grande,bajo,inaceptable
intermedio,alto,4,4,grande,intermedio,aceptable
intermedio,alto,4,4,grande,alto,aceptable
intermedio,alto,4,mas_de_4,pequeño,bajo,inaceptable
intermedio,alto,4,mas_de_4,pequeño,intermedio,inaceptable
intermedio,alto,4,mas_de_4,pequeño,alto,aceptable
intermedio,alto,4,mas_de_4,intermedio,bajo,inaceptable
intermedio,alto,4,mas_de_4,intermedio,intermedio,aceptable
intermedio,alto,4,mas_de_4,intermedio,alto,aceptable
intermedio,alto,4,mas_de_4,grande,bajo,inaceptable
intermedio,alto,4,mas_de_4,grande,intermedio,aceptable
intermedio,alto,4,mas_de_4,grande,alto,aceptable
intermedio,alto,mas_de_4,2,pequeño,bajo,inaceptable
intermedio,alto,mas_de_4,2,pequeño,intermedio,inaceptable
intermedio,alto,mas_de_4,2,pequeño,alto,inaceptable
intermedio,alto,mas_de_4,2,intermedio,bajo,inaceptable
intermedio,alto,mas_de_4,2,intermedio,intermedio,inaceptable
intermedio,alto,mas_de_4,2,intermedio,alto,inaceptable
intermedio,alto,mas_de_4,2,grande,bajo,inaceptable
intermedio,alto,mas_de_4,2,grande,intermedio,inaceptable
intermedio,alto,mas_de_4,2,grande,alto,inaceptable
intermedio,alto,mas_de_4,4,pequeño,bajo,inaceptable
intermedio,alto,mas_de_4,4,pequeño,intermedio,inaceptable
intermedio,alto,mas_de_4,4,pequeño,alto,aceptable
intermedio,alto,mas_de_4,4,intermedio,bajo,inaceptable
intermedio,alto,mas_de_4,4,intermedio,intermedio,aceptable
intermedio,alto,mas_de_4,4,intermedio,alto,aceptable
intermedio,alto,mas_de_4,4,grande,bajo,inaceptable
intermedio,alto,mas_de_4,4,grande,intermedio,aceptable
intermedio,alto,mas_de_4,4,grande,alto,aceptable
intermedio,alto,mas_de_4,mas_de_4,pequeño,bajo,inaceptable
intermedio,alto,mas_de_4,mas_de_4,pequeño,intermedio,inaceptable
intermedio,alto,mas_de_4,mas_de_4,pequeño,alto,aceptable
intermedio,alto,mas_de_4,mas_de_4,intermedio,bajo,inaceptable
intermedio,alto,mas_de_4,mas_de_4,intermedio,intermedio,aceptable
intermedio,alto,mas_de_4,mas_de_4,intermedio,alto,aceptable
intermedio,alto,mas_de_4,mas_de_4,grande,bajo,inaceptable
intermedio,alto,mas_de_4,mas_de_4,grande,intermedio,aceptable
intermedio,alto,mas_de_4,mas_de_4,grande,alto,aceptable
intermedio,intermedio,2,2,pequeño,bajo,inaceptable
intermedio,intermedio,2,2,pequeño,intermedio,inaceptable
intermedio,intermedio,2,2,pequeño,alto,inaceptable
intermedio,intermedio,2,2,intermedio,bajo,inaceptable
intermedio,intermedio,2,2,intermedio,intermedio,inaceptable
intermedio,intermedio,2,2,intermedio,alto,inaceptable
intermedio,intermedio,2,2,grande,bajo,inaceptable
intermedio,intermedio,2,2,grande,intermedio,inaceptable
intermedio,intermedio,2,2,grande,alto,inaceptable
intermedio,intermedio,2,4,pequeño,bajo,inaceptable
intermedio,intermedio,2,4,pequeño,intermedio,aceptable
intermedio,intermedio,2,4,pequeño,alto,aceptable
intermedio,intermedio,2,4,intermedio,bajo,inaceptable
intermedio,intermedio,2,4,intermedio,intermedio,aceptable
intermedio,intermedio,2,4,intermedio,alto,aceptable
intermedio,intermedio,2,4,grande,bajo,inaceptable
intermedio,intermedio,2,4,grande,intermedio,aceptable
intermedio,intermedio,2,4,grande,alto,muy_bueno
intermedio,intermedio,2,mas_de_4,pequeño,bajo,inaceptable
intermedio,intermedio,2,mas_de_4,pequeño,intermedio,inaceptable
intermedio,intermedio,2,mas_de_4,pequeño,alto,inaceptable
intermedio,intermedio,2,mas_de_4,intermedio,bajo,inaceptable
intermedio,intermedio,2,mas_de_4,intermedio,intermedio,aceptable
intermedio,intermedio,2,mas_de_4,intermedio,alto,aceptable
intermedio,intermedio,2,mas_de_4,grande,bajo,inaceptable
intermedio,intermedio,2,mas_de_4,grande,intermedio,aceptable
intermedio,intermedio,2,mas_de_4,grande,alto,muy_bueno
intermedio,intermedio,3,2,pequeño,bajo,inaceptable
intermedio,intermedio,3,2,pequeño,intermedio,inaceptable
intermedio,intermedio,3,2,pequeño,alto,inaceptable
intermedio,intermedio,3,2,intermedio,bajo,inaceptable
intermedio,intermedio,3,2,intermedio,intermedio,inaceptable
intermedio,intermedio,3,2,intermedio,alto,inaceptable
intermedio,intermedio,3,2,grande,bajo,inaceptable
intermedio,intermedio,3,2,grande,intermedio,inaceptable
intermedio,intermedio,3,2,grande,alto,inaceptable
intermedio,intermedio,3,4,pequeño,bajo,inaceptable
intermedio,intermedio,3,4,pequeño,intermedio,aceptable
intermedio,intermedio,3,4,pequeño,alto,aceptable
intermedio,intermedio,3,4,intermedio,bajo,inaceptable
intermedio,intermedio,3,4,intermedio,intermedio,aceptable
intermedio,intermedio,3,4,intermedio,alto,aceptable
intermedio,intermedio,3,4,grande,bajo,inaceptable
