"","Valoración_credito","Edad","Ingresos","Tarjetas_credito","Educacion","Créditos_coche","CLASE.CART","PROBA.CART"
"444","Malo",28.5001961865269,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"445","Malo",20.5440469821596,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"446","Malo",30.5584082238247,"Alto","5 o más","Universitario","2 o más","Bueno",0.824175824175824
"447","Malo",38.3923358697044,"Medio","Menos de 5","Bachillerato","1 o ninguno","Bueno",0.910112359550562
"448","Malo",24.1611598220951,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"449","Malo",26.9496030680894,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"450","Malo",38.8851037980816,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"451","Malo",30.9569398530544,"Medio","5 o más","Universitario","2 o más","Malo",0.377551020408163
"452","Malo",22.0145217029956,"Medio","Menos de 5","Universitario","1 o ninguno","Bueno",0.910112359550562
"453","Malo",35.0069748934811,"Medio","5 o más","Universitario","2 o más","Malo",0.266666666666667
"454","Malo",39.2890994450298,"Medio","5 o más","Universitario","2 o más","Bueno",0.621621621621622
"455","Malo",28.395896510768,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"456","Malo",33.2893939831105,"Medio","5 o más","Universitario","2 o más","Bueno",0.556818181818182
"457","Malo",41.3130423304524,"Medio","5 o más","Universitario","2 o más","Malo",0.272727272727273
"458","Malo",41.3088272214174,"Medio","5 o más","Universitario","2 o más","Malo",0.272727272727273
"459","Malo",40.8579557573959,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"460","Malo",32.9467125619944,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"461","Malo",34.8776594551574,"Medio","5 o más","Bachillerato","2 o más","Malo",0.266666666666667
"462","Malo",23.7905302991607,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"463","Malo",43.2912647995314,"Alto","5 o más","Bachillerato","2 o más","Bueno",0.824175824175824
"464","Malo",22.4734699699695,"Bajo","Menos de 5","Universitario","1 o ninguno","Malo",0.263157894736842
"465","Malo",27.4582108629271,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"466","Malo",27.7661589444897,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"467","Malo",36.7002002881712,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"468","Malo",28.4181458054535,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"469","Malo",23.6263557639527,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"470","Malo",23.33595471058,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"471","Malo",38.0685184483322,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"472","Malo",27.2350468066949,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"473","Malo",36.7954796095626,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"474","Malo",28.4619842416248,"Alto","Menos de 5","Universitario","1 o ninguno","Bueno",0.910112359550562
"475","Malo",33.2752005313388,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"476","Malo",25.6227932823156,"Alto","5 o más","Bachillerato","2 o más","Bueno",0.824175824175824
"477","Malo",26.1097542000893,"Medio","5 o más","Universitario","1 o ninguno","Malo",0.176706827309237
"478","Malo",27.8080202337391,"Medio","Menos de 5","Bachillerato","1 o ninguno","Bueno",0.910112359550562
"479","Malo",30.0733099510529,"Alto","5 o más","Universitario","2 o más","Bueno",0.824175824175824
"480","Malo",33.9458111152019,"Medio","Menos de 5","Universitario","1 o ninguno","Bueno",0.910112359550562
"481","Malo",26.9856761177933,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"482","Malo",39.1471467536756,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"483","Malo",26.9239307254485,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"484","Malo",37.6555709629592,"Alto","5 o más","Bachillerato","2 o más","Bueno",0.824175824175824
"485","Malo",29.856128179206,"Medio","5 o más","Universitario","2 o más","Malo",0.377551020408163
"486","Malo",30.32974850904,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"487","Malo",24.5251500089326,"Medio","Menos de 5","Bachillerato","1 o ninguno","Bueno",0.910112359550562
"488","Malo",20.9522648872667,"Bajo","Menos de 5","Universitario","2 o más","Malo",0.263157894736842
"489","Malo",20.5861077659475,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"490","Malo",37.6080242572382,"Alto","5 o más","Universitario","2 o más","Bueno",0.824175824175824
"491","Malo",36.6145094864836,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"492","Malo",24.1961061118138,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"493","Malo",22.9190061654561,"Medio","5 o más","Bachillerato","1 o ninguno","Malo",0.176706827309237
"494","Malo",29.4974100128746,"Bajo","5 o más","Universitario","1 o ninguno","Malo",0.0985010706638115
"495","Malo",23.6503128421697,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"496","Malo",38.9655735581111,"Medio","5 o más","Bachillerato","2 o más","Bueno",0.621621621621622
"497","Malo",21.5235098141231,"Medio","Menos de 5","Universitario","1 o ninguno","Bueno",0.910112359550562
"498","Malo",34.8261854735421,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"499","Malo",33.718670981827,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"500","Malo",31.1089467712088,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"501","Malo",39.404978834576,"Medio","5 o más","Bachillerato","2 o más","Bueno",0.621621621621622
"502","Malo",36.9405919986697,"Medio","5 o más","Bachillerato","2 o más","Malo",0.235294117647059
"503","Malo",37.6718623338803,"Alto","5 o más","Bachillerato","1 o ninguno","Bueno",0.824175824175824
"504","Malo",21.3288070203511,"Bajo","5 o más","Bachillerato","1 o ninguno","Malo",0.0985010706638115
"505","Malo",20.5035412540312,"Bajo","5 o más","Universitario","1 o ninguno","Malo",0.0985010706638115
"506","Malo",23.1199674826848,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"507","Malo",22.9550827830714,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"508","Malo",37.6044875460402,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"509","Malo",29.0219687616282,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"510","Malo",26.9550185827434,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"511","Malo",40.3347544178629,"Medio","5 o más","Bachillerato","2 o más","Bueno",0.621621621621622
"512","Malo",23.3034060435709,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"513","Malo",27.8521872241517,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"514","Malo",29.1383023230864,"Medio","5 o más","Bachillerato","2 o más","Malo",0.377551020408163
"515","Malo",25.0482718967793,"Medio","Menos de 5","Bachillerato","1 o ninguno","Bueno",0.910112359550562
"516","Malo",22.1925438767197,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"517","Malo",22.7175799748901,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"518","Malo",34.1126757357311,"Medio","5 o más","Universitario","2 o más","Bueno",0.556818181818182
"519","Malo",32.6191595097849,"Alto","Menos de 5","Bachillerato","1 o ninguno","Bueno",0.910112359550562
"520","Malo",24.0525140073261,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"521","Malo",20.8567745508968,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"522","Malo",28.0071693314019,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"523","Malo",23.8422164960788,"Medio","5 o más","Universitario","1 o ninguno","Malo",0.176706827309237
"524","Malo",28.8138205154084,"Medio","5 o más","Bachillerato","2 o más","Malo",0.377551020408163
"525","Malo",47.3702834940095,"Medio","5 o más","Universitario","2 o más","Bueno",0.787037037037037
"526","Malo",24.7206232222877,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"527","Malo",33.3265903933718,"Alto","5 o más","Bachillerato","2 o más","Bueno",0.824175824175824
"528","Malo",32.4019774050116,"Medio","5 o más","Bachillerato","2 o más","Bueno",0.556818181818182
"529","Malo",37.0195623019577,"Alto","5 o más","Universitario","2 o más","Bueno",0.824175824175824
"530","Malo",35.2218193850128,"Medio","5 o más","Bachillerato","2 o más","Malo",0.266666666666667
"531","Malo",25.3100284196591,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"532","Malo",34.1803746865668,"Alto","5 o más","Universitario","2 o más","Bueno",0.824175824175824
"533","Malo",43.2750263075631,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"534","Malo",26.908617980709,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"535","Malo",30.0912540375721,"Medio","Menos de 5","Universitario","1 o ninguno","Bueno",0.910112359550562
"536","Malo",48.1852979699731,"Alto","5 o más","Universitario","1 o ninguno","Bueno",0.824175824175824
"537","Malo",33.8540608208772,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"538","Malo",32.4238637040575,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"539","Malo",34.2269544019188,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"540","Malo",26.2334237597715,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"541","Malo",22.5892469106898,"Bajo","5 o más","Bachillerato","1 o ninguno","Malo",0.0985010706638115
"542","Malo",21.5745784354782,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"543","Malo",29.0276824177741,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"544","Malo",28.2289986449558,"Medio","5 o más","Bachillerato","2 o más","Malo",0.377551020408163
"545","Malo",26.4130490376105,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"546","Malo",28.1340204936746,"Medio","5 o más","Universitario","2 o más","Malo",0.377551020408163
"547","Malo",27.2954156471308,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"548","Malo",32.6846865437657,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"549","Malo",39.170481354981,"Alto","5 o más","Universitario","2 o más","Bueno",0.824175824175824
"550","Malo",44.4643030580465,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"551","Malo",28.2059633382597,"Medio","5 o más","Bachillerato","2 o más","Malo",0.377551020408163
"552","Malo",37.5618729742466,"Medio","5 o más","Bachillerato","1 o ninguno","Bueno",0.666666666666667
"553","Malo",41.6984505415504,"Medio","Menos de 5","Bachillerato","1 o ninguno","Bueno",0.910112359550562
"554","Malo",29.9631215118293,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"555","Malo",26.8063043987372,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"556","Malo",47.5499571527536,"Alto","5 o más","Bachillerato","2 o más","Bueno",0.824175824175824
"557","Malo",36.9234094577937,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"558","Malo",21.098729823527,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"559","Malo",40.1235014853584,"Medio","5 o más","Bachillerato","2 o más","Bueno",0.621621621621622
"560","Malo",42.7233858183251,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"561","Malo",20.8688802194312,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"562","Malo",22.5621306922618,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"563","Malo",30.4124228457184,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"564","Malo",22.9292417679997,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"565","Malo",40.121801925491,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"566","Malo",26.936387142226,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"567","Malo",20.3587712103194,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"568","Malo",22.1461019603115,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"569","Malo",29.7243312390821,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"570","Malo",24.8744517955626,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"571","Malo",27.486021033266,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"572","Malo",35.5991408906987,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"573","Malo",29.7705399346552,"Medio","5 o más","Bachillerato","2 o más","Malo",0.377551020408163
"574","Malo",34.2598358128827,"Medio","Menos de 5","Universitario","1 o ninguno","Bueno",0.910112359550562
"575","Malo",29.9418433200188,"Medio","5 o más","Universitario","2 o más","Malo",0.377551020408163
"576","Malo",37.7480340653282,"Medio","5 o más","Universitario","2 o más","Malo",0.235294117647059
"577","Malo",36.8276164480732,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"578","Malo",27.9346098360285,"Medio","5 o más","Bachillerato","2 o más","Malo",0.377551020408163
"579","Malo",38.4025344637378,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"580","Malo",35.557799354761,"Bajo","5 o más","Bachillerato","1 o ninguno","Malo",0.0985010706638115
"581","Malo",36.2319367651443,"Medio","5 o más","Bachillerato","2 o más","Malo",0.235294117647059
"582","Malo",36.7283853791266,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"583","Malo",30.6159124518876,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"584","Malo",28.4632453663325,"Medio","5 o más","Bachillerato","1 o ninguno","Bueno",0.666666666666667
"585","Malo",29.1131258290526,"Medio","5 o más","Universitario","2 o más","Malo",0.377551020408163
"586","Malo",32.4269174774416,"Medio","5 o más","Bachillerato","1 o ninguno","Bueno",0.666666666666667
"587","Malo",34.077280589977,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"588","Malo",31.7524624270649,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"589","Malo",31.9823888153955,"Medio","5 o más","Bachillerato","1 o ninguno","Bueno",0.666666666666667
"590","Malo",20.1710517919583,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"591","Malo",23.0581369041233,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"592","Malo",36.3980783220623,"Medio","5 o más","Bachillerato","2 o más","Malo",0.235294117647059
"593","Malo",38.610383941538,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"594","Malo",29.4889527002739,"Alto","Menos de 5","Universitario","1 o ninguno","Bueno",0.910112359550562
"595","Malo",31.0423357861182,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"596","Malo",32.4201858862947,"Medio","5 o más","Universitario","2 o más","Bueno",0.556818181818182
"597","Malo",34.3919221205526,"Medio","5 o más","Bachillerato","2 o más","Bueno",0.556818181818182
"598","Malo",24.3123047415935,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"599","Malo",53.8177862553033,"Medio","5 o más","Universitario","2 o más","Bueno",0.787037037037037
"600","Malo",23.2877820597984,"Bajo","Menos de 5","Universitario","1 o ninguno","Malo",0.263157894736842
"601","Malo",29.0849316176175,"Bajo","Menos de 5","Bachillerato","1 o ninguno","Bueno",0.585365853658537
"602","Malo",38.269098410345,"Alto","5 o más","Universitario","2 o más","Bueno",0.824175824175824
"603","Malo",37.8555631220454,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"604","Malo",20.01250656015,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"605","Malo",20.3050876175939,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"606","Malo",26.6614700399253,"Bajo","5 o más","Bachillerato","1 o ninguno","Malo",0.0985010706638115
"607","Malo",38.8409983890457,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"608","Malo",35.1782534005177,"Medio","5 o más","Universitario","2 o más","Malo",0.266666666666667
"609","Malo",27.7653946004675,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"610","Malo",28.9008452922514,"Medio","5 o más","Bachillerato","2 o más","Malo",0.377551020408163
"611","Malo",32.7561950295274,"Alto","5 o más","Universitario","2 o más","Bueno",0.824175824175824
"612","Malo",23.042865268834,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"613","Malo",21.9712041430595,"Alto","Menos de 5","Universitario","1 o ninguno","Bueno",0.910112359550562
"614","Malo",36.6236267301581,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"615","Malo",41.5877650209108,"Medio","5 o más","Bachillerato","2 o más","Malo",0.272727272727273
"616","Malo",20.2028635887157,"Bajo","5 o más","Universitario","1 o ninguno","Malo",0.0985010706638115
"617","Malo",29.1112175205882,"Alto","5 o más","Bachillerato","1 o ninguno","Bueno",0.824175824175824
"618","Malo",27.3144067763005,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"619","Malo",50.122333265058,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"620","Malo",36.0532624404802,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"621","Malo",30.7605965047097,"Bajo","5 o más","Universitario","1 o ninguno","Malo",0.0985010706638115
"622","Malo",20.4897140865757,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"623","Malo",30.7924240718585,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"624","Malo",25.495244358797,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"625","Malo",20.8651701944556,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"626","Malo",26.9571002032943,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"627","Malo",34.0353144760549,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"628","Malo",21.1834509334663,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"629","Malo",27.3832705833129,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"630","Malo",37.5657148971724,"Medio","5 o más","Universitario","2 o más","Malo",0.235294117647059
"631","Malo",35.761752697534,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"632","Malo",27.1358509789781,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"633","Malo",30.2461017139764,"Medio","5 o más","Universitario","2 o más","Malo",0.377551020408163
"634","Malo",34.6681875682899,"Medio","Menos de 5","Bachillerato","1 o ninguno","Bueno",0.910112359550562
"635","Malo",29.4926127274918,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"636","Malo",28.6138059171256,"Medio","5 o más","Bachillerato","2 o más","Malo",0.377551020408163
"637","Malo",24.7618381960443,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"638","Malo",29.5753441528802,"Alto","5 o más","Bachillerato","2 o más","Bueno",0.824175824175824
"639","Malo",27.8404340369248,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"640","Malo",21.6988949779491,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"641","Malo",33.1070287041048,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"642","Malo",24.6045549554758,"Alto","5 o más","Universitario","2 o más","Bueno",0.824175824175824
"643","Malo",26.5192928964318,"Alto","5 o más","Bachillerato","2 o más","Bueno",0.824175824175824
"644","Malo",22.5949277841185,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"645","Malo",30.8924466912176,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"646","Malo",44.198351331102,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"647","Malo",24.4908814771701,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"648","Malo",21.1133887164579,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"649","Malo",24.1170926218938,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"650","Malo",36.885592768116,"Medio","5 o más","Universitario","2 o más","Malo",0.235294117647059
"651","Malo",32.1705692068334,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"652","Malo",24.5523799451451,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"653","Malo",34.0544778786286,"Medio","5 o más","Universitario","2 o más","Bueno",0.556818181818182
"654","Malo",33.582405073732,"Medio","5 o más","Bachillerato","2 o más","Bueno",0.556818181818182
"655","Malo",27.3281153497135,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"656","Malo",21.0514343092904,"Bajo","Menos de 5","Universitario","1 o ninguno","Malo",0.263157894736842
"657","Malo",29.3034396555519,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"658","Malo",26.0923555060938,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"659","Malo",42.4740929808698,"Medio","5 o más","Universitario","2 o más","Bueno",0.787037037037037
"660","Malo",23.2870573926039,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"661","Malo",27.4604457136223,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"662","Malo",20.2136209458813,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"663","Malo",27.3063089022696,"Bajo","Menos de 5","Bachillerato","1 o ninguno","Bueno",0.585365853658537
"664","Malo",24.0529338378909,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"665","Malo",27.6529483060152,"Bajo","5 o más","Universitario","1 o ninguno","Malo",0.0985010706638115
"666","Malo",35.2670223150032,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"667","Malo",25.6665008662525,"Alto","5 o más","Bachillerato","2 o más","Bueno",0.824175824175824
"668","Malo",20.4761709184126,"Medio","5 o más","Universitario","1 o ninguno","Malo",0.176706827309237
"669","Malo",41.6231238722588,"Medio","5 o más","Bachillerato","2 o más","Malo",0.272727272727273
"670","Malo",40.7978117691634,"Medio","5 o más","Universitario","2 o más","Bueno",0.621621621621622
"671","Malo",21.7693818601702,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"672","Malo",33.2143914887514,"Medio","5 o más","Universitario","2 o más","Bueno",0.556818181818182
"673","Malo",26.0901249897911,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"674","Malo",25.9934032679995,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"675","Malo",28.8183547641611,"Medio","5 o más","Universitario","2 o más","Malo",0.377551020408163
"676","Malo",29.8104357363112,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"677","Malo",26.9567157140103,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"678","Malo",27.6954928200825,"Alto","5 o más","Universitario","2 o más","Bueno",0.824175824175824
"679","Malo",36.2338598434893,"Medio","5 o más","Bachillerato","2 o más","Malo",0.235294117647059
"680","Malo",40.6514777303425,"Medio","5 o más","Universitario","1 o ninguno","Bueno",0.666666666666667
"681","Malo",23.7835500497137,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"682","Malo",29.4117075756631,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"683","Malo",29.9543368450692,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"684","Malo",51.2846772109929,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"685","Malo",30.4144505303834,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"686","Malo",21.2627256168042,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"687","Malo",20.6231839143597,"Bajo","Menos de 5","Bachillerato","2 o más","Malo",0.263157894736842
"688","Malo",32.5967320514021,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"689","Malo",37.7894416167974,"Alto","5 o más","Bachillerato","2 o más","Bueno",0.824175824175824
"690","Malo",40.2250887001332,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"691","Malo",33.9455854396429,"Medio","5 o más","Universitario","2 o más","Bueno",0.556818181818182
"692","Malo",25.983621971058,"Medio","Menos de 5","Universitario","1 o ninguno","Bueno",0.910112359550562
"693","Malo",23.9577139303912,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"694","Malo",26.8558419980998,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"695","Malo",24.3816047826417,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"696","Malo",33.9784655171697,"Alto","5 o más","Bachillerato","1 o ninguno","Bueno",0.824175824175824
"697","Malo",22.1832095073152,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"698","Malo",46.5429945992414,"Medio","5 o más","Universitario","2 o más","Bueno",0.787037037037037
"699","Malo",33.7050327249876,"Medio","5 o más","Universitario","2 o más","Bueno",0.556818181818182
"700","Malo",25.0126432832796,"Alto","5 o más","Universitario","2 o más","Bueno",0.824175824175824
"701","Malo",29.0247696104636,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"702","Malo",31.3465783766226,"Medio","5 o más","Universitario","1 o ninguno","Bueno",0.666666666666667
"703","Malo",24.1403953494899,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"704","Malo",25.8373494463358,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"705","Malo",40.0357998850589,"Medio","5 o más","Universitario","2 o más","Bueno",0.621621621621622
"706","Malo",47.439593036526,"Medio","5 o más","Universitario","2 o más","Bueno",0.787037037037037
"707","Malo",40.9942187318136,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"708","Malo",46.4832556719505,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"709","Malo",21.3798204212784,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"710","Malo",22.1696390754281,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"711","Malo",31.391954013283,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"712","Malo",35.3277931815292,"Bajo","Menos de 5","Universitario","1 o ninguno","Bueno",0.585365853658537
"713","Malo",27.9634609139946,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"714","Malo",20.5570804801008,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"715","Malo",26.4008671842821,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"716","Malo",43.9194038959518,"Bajo","5 o más","Bachillerato","2 o más","Malo",0.0985010706638115
"717","Malo",33.6504675282118,"Medio","Menos de 5","Universitario","1 o ninguno","Bueno",0.910112359550562
"718","Malo",22.5280080943336,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"719","Malo",25.5265561062449,"Medio","5 o más","Bachillerato","2 o más","Malo",0.176706827309237
"720","Malo",26.0657373447906,"Bajo","5 o más","Bachillerato","1 o ninguno","Malo",0.0985010706638115
"721","Malo",26.7748216443333,"Medio","5 o más","Universitario","2 o más","Malo",0.176706827309237
"722","Malo",20.4906874454206,"Bajo","5 o más","Universitario","2 o más","Malo",0.0985010706638115
"723","Malo",33.1296625434976,"Medio","5 o más","Universitario","2 o más","Bueno",0.556818181818182
